2950;3332;3164;
2950;3332;3164;
2902;3314;3099;
2902;3258;3045;
2866;3256;3007;
2808;3232;2980;
2806;3132;2943;
2756;3144;2909;
2748;3136;2879;
2752;3142;2845;
2748;3110;2846;
2732;3118;2831;
2732;3148;2812;
2728;3124;2817;
2728;3230;2799;
2728;3114;2805;
2728;3046;2778;
2728;3114;2780;
2728;3290;2791;
2728;3124;2773;
2728;3282;2795;
2728;3004;2773;
2728;3114;2790;
2728;3140;2789;
2728;3190;2798;
2728;3080;2785;
2728;3056;2791;
2728;3080;2795;
2728;3146;2790;
2728;3096;2794;
2728;3232;2787;
2728;3332;2807;
2728;3170;2797;
2728;3136;2773;
2728;3116;2793;
2728;3116;2790;
2728;3008;2775;
2728;3076;2787;
2728;3114;2794;
2728;3180;2791;
2728;3072;2773;
2728;3186;2784;
2728;3232;2799;
2728;3118;2781;
2728;3156;2782;
2728;3116;2781;
2728;3070;2784;
2728;3114;2793;
2728;3082;2794;
2728;3116;2803;
2728;3114;2790;
2728;3114;2793;
2728;3116;2786;
2728;3114;2791;
2728;3114;2786;
2728;3130;2783;
2728;3114;2790;
2728;3124;2797;
2728;3056;2801;
2728;3104;2783;
2728;3112;2800;
2728;3144;2780;
2728;3036;2781;
2728;3160;2783;
2728;3036;2786;
2728;3114;2785;
2728;3040;2779;
2728;3080;2789;
2728;3094;2789;
2728;3192;2790;
2728;3114;2809;
2728;3146;2786;
2728;3190;2802;
2728;3058;2794;
2728;3052;2788;
2728;3114;2802;
2728;3102;2780;
2728;3138;2799;
2728;3114;2792;
2728;3172;2788;
2728;3060;2797;
2728;3120;2792;
2728;3114;2776;
2728;3106;2775;
2728;3092;2792;
2728;3114;2801;
2728;3136;2784;
2728;3102;2784;
2728;3220;2797;
2728;3056;2794;
2728;3138;2791;
2728;3114;2781;
2728;3118;2787;
2728;3040;2775;
2728;3114;2788;
2728;3140;2784;
2728;3226;2787;
2728;3114;2793;
2728;3118;2791;
2728;3200;2822;
