5730;6230;5996;
5730;6230;5996;
5736;6350;5988;
5742;6240;5978;
5754;6250;5985;
5676;6196;5972;
5762;6180;5969;
5688;6218;5995;
5698;6238;6007;
5668;6210;5985;
5726;6188;5986;
5668;6286;5991;
5762;6244;5988;
5808;6262;5995;
5722;6218;5977;
5734;6226;5974;
5682;6208;5985;
5680;6214;5972;
5662;6170;5978;
5772;6292;5989;
5748;6320;5996;
5704;6346;5993;
5784;6298;6000;
5720;6270;6002;
5764;6242;5976;
5660;6298;5985;
5672;6298;5978;
5760;6218;5994;
5716;6222;5973;
5724;6232;5981;
5764;6228;5990;
5706;6252;5994;
5670;6334;5975;
5638;6258;5981;
5752;6296;5995;
5748;6222;5968;
5724;6266;5988;
5770;6330;5984;
5752;6328;6017;
5718;6166;5976;
5788;6264;6008;
5682;6224;5992;
5726;6238;5995;
5760;6228;5990;
5740;6344;5992;
5752;6284;5989;
5754;6226;5972;
5772;6218;5993;
5728;6246;6006;
5742;6322;6013;
5638;6264;5991;
5718;6258;5970;
5694;6240;5981;
5724;6202;5983;
5692;6242;5981;
5724;6348;5984;
5738;6246;6005;
5770;6304;5987;
5730;6212;5980;
5662;6236;5982;
5664;6310;5994;
5646;6222;5977;
5718;6280;5993;
5722;6212;6000;
5766;6346;5999;
5746;6300;6002;
5716;6286;5981;
5764;6260;5986;
5718;6242;5983;
5774;6248;5996;
5712;6282;5984;
5738;6240;5973;
5644;6292;5981;
5704;6318;6003;
5738;6348;5982;
5724;6268;5986;
5772;6328;5991;
5716;6222;5989;
5702;6228;6000;
5596;6234;5989;
5738;6258;6001;
5708;6260;5977;
5764;6232;5988;
5746;6200;6002;
5752;6264;5987;
5776;6294;5978;
5646;6266;5977;
5766;6218;5979;
5682;6284;6002;
5728;6228;5993;
5762;6268;5986;
5760;6256;5980;
5624;6288;5983;
5738;6220;5998;
5722;6262;5987;
5730;6346;5976;
5666;6318;5991;
5766;6316;6002;
5742;6224;5995;
5768;6242;6002;
