7390;8080;7790
7390;8080;7790
7350;7942;7634
7314;7890;7550
7254;7846;7491
7234;7680;7408
7218;7836;7413
7222;7900;7365
7204;7708;7310
7188;7732;7341
7146;7776;7347
7146;7784;7339
7136;7664;7300
7100;7720;7294
7098;7774;7245
7082;7626;7214
7082;7626;7205
7080;7690;7178
7062;7642;7201
7038;7748;7176
7036;7658;7168
7034;7554;7151
7032;7704;7147
7020;7686;7118
7020;7734;7148
7020;7514;7132
7016;7514;7132
7010;7640;7139
7010;7744;7139
7010;7594;7106
7008;7484;7142
7008;7616;7137
7006;7666;7150
6998;7622;7147
6994;7558;7115
6994;7784;7149
6994;7486;7104
6994;7474;7120
6980;7564;7100
6980;7544;7106
6980;7802;7117
6972;7580;7113
6972;7636;7113
6972;7550;7082
6972;7498;7084
6972;7620;7085
6972;7656;7066
6972;7528;7076
6972;7722;7090
6972;7456;7092
6964;7492;7067
6964;7514;7088
6964;7538;7105
6964;7510;7061
6964;7696;7097
6964;7808;7103
6964;7808;7073
6964;7628;7084
6964;7520;7106
6964;7512;7060
6964;7850;7082
6964;7490;7085
6964;7786;7082
6964;7632;7085
6964;7608;7121
6964;7738;7093
6964;7644;7065
6964;7694;7106
6964;7458;7078
6964;7476;7053
6964;7810;7091
6964;7634;7066
6964;7474;7083
6964;7612;7109
6964;7558;7091
6964;7632;7114
6964;7580;7075
6964;7558;7078
6964;7454;7086
6964;7684;7086
6964;7794;7071
6964;7520;7081
6964;7644;7091
6964;7574;7091
6964;7752;7067
6964;7618;7095
6964;7512;7085
6964;7580;7083
6964;7584;7095
6964;7638;7074
6964;7582;7077
6964;7538;7080
6964;7724;7080
6964;7604;7089
6964;7578;7080
6964;7688;7099
6964;7532;7080
6964;7740;7094
6964;7518;7071
6964;7750;7119
