1764;2000;1883
1764;2000;1883
1728;1930;1839
1728;1960;1816
1726;1922;1798
1704;1914;1768
1704;1962;1754
1704;1906;1748
1682;1900;1743
1682;1892;1730
1682;1912;1730
1678;1892;1722
1666;1860;1719
1658;1906;1719
1658;1838;1703
1658;1834;1706
1658;1880;1709
1658;1862;1693
1658;1842;1694
1658;1890;1684
1656;1852;1700
1656;1886;1698
1656;1874;1680
1656;1852;1689
1656;1870;1686
1656;1900;1690
1656;1854;1680
1656;1868;1689
1656;1874;1691
1656;1858;1681
1656;1874;1691
1656;1868;1686
1656;1842;1687
1656;1888;1692
1656;1880;1686
1656;1828;1688
1656;1886;1686
1656;1868;1690
1656;1888;1697
1656;1898;1691
1656;1850;1694
1656;1868;1684
1656;1868;1689
1656;1842;1681
1656;1852;1697
1656;1904;1683
1656;1868;1692
1656;1900;1689
1656;1868;1680
1656;1860;1684
1656;1860;1691
1656;1864;1682
1656;1868;1686
1656;1872;1677
1656;1820;1683
1656;1854;1690
1656;1904;1690
1656;1868;1691
1656;1864;1682
1656;1836;1693
1656;1878;1681
1656;1856;1681
1656;1868;1687
1656;1868;1688
1656;1886;1694
1656;1816;1687
1656;1868;1680
1656;1868;1689
1656;1928;1688
1656;1868;1683
1656;1832;1687
1656;1886;1690
1656;1888;1689
1656;1890;1696
1656;1852;1694
1656;1868;1697
1656;1858;1683
1656;1868;1688
1656;1876;1694
1656;1868;1688
1656;1900;1689
1656;1884;1693
1656;1910;1689
1656;1868;1688
1656;1868;1682
1656;1888;1685
1656;1916;1686
1656;1932;1703
1656;1912;1684
1656;1886;1684
1656;1868;1685
1656;1834;1679
1656;1826;1682
1656;1842;1685
1656;1840;1697
1656;1828;1683
1656;1868;1684
1656;1826;1686
1656;1858;1689
1652;1894;1692
